
央视频道,#genre#
CCTV3综艺,http://182.150.23.74:808/hls/3/index.m3u8$LR•IPV4•13『线路13』
CCTV4中文国际,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8$LR•IPV6•16『线路1』
CCTV4中文国际,http://a21709.tv.netsite.cc/proxy/1431251767/1431251767.m3u8$LR•IPV4•16『线路2』
CCTV4中文国际,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8$LR•IPV4•16『线路3』
CCTV4中文国际,http://8.138.7.223/tv/dl/douyincdn.php?id=4$LR•IPV4•16『线路4』
CCTV4中文国际,http://8.138.7.223/tv/dl/careryun.php?id=4$LR•IPV4•16『线路5』
CCTV4中文国际,http://8.138.7.223/tv/dl/careryun.php?id=6$LR•IPV4•16『线路6』
CCTV4中文国际,http://8.138.7.223/tv/migu8.php?id=66e1470c453536359985b7b9b8222742$LR•IPV4•16『线路7』
CCTV4中文国际,http://8.138.7.223/tv/migu8.php?id=45de6fabfc0d9dfd41de6ad5022d8fce$LR•IPV4•16『线路8』
CCTV4中文国际,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225802/index.m3u8$LR•IPV4•16『线路9』
CCTV4中文国际,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010017/1.m3u8?$LR•IPV6•16『线路10』
CCTV4中文国际,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8?$LR•IPV6•16『线路11』
CCTV4中文国际,http://60.29.124.66:6080/hls/15/index.m3u8$LR•IPV4•16『线路12』
CCTV4中文国际,http://183.11.239.36:808/hls/22/index.m3u8$LR•IPV4•16『线路13』
CCTV4中文国际,http://120.76.248.139/live/bfgd/4200000063.m3u8$LR•IPV4•16『线路14』
CCTV4中文国际,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8$LR•IPV4•16『线路15』
CCTV4中文国际,https://piccpndali.v.myalicdn.com/audio/cctvamerica_2.m3u8$LR•IPV4•16『线路16』
CCTV5体育,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$LR•IPV6•13『线路1』
CCTV5体育,http://a21709.tv.netsite.cc/proxy/2118762958/2118762958.m3u8$LR•IPV4•13『线路2』
CCTV5体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$LR•IPV4•13『线路3』
CCTV5体育,http://8.138.7.223/tv/dl/careryun.php?id=7$LR•IPV4•13『线路4』
CCTV5体育,http://8.138.7.223/tv/dl/careryun.php?id=8$LR•IPV4•13『线路5』
CCTV5体育,http://120.76.248.139/live/bfgd/4200000064.m3u8$LR•IPV4•13『线路6』
CCTV5体育,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226469/1.m3u8?$LR•IPV6•13『线路7』
CCTV5体育,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226894/1.m3u8?$LR•IPV6•13『线路8』
CCTV5体育,http://58.57.40.22:9901/tsfile/live/1004_1.m3u8$LR•IPV4•13『线路9』
CCTV5体育,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8$LR•IPV4•13『线路10』
CCTV5体育,http://58.17.48.228:808/hls/5/index.m3u8$LR•IPV4•13『线路11』
CCTV5体育,http://gmxw.7766.org:808/hls/93/index.m3u8$LR•IPV4•13『线路12』
CCTV5体育,http://60.29.124.66:6080/hls/16/index.m3u8$LR•IPV4•13『线路13』
CCTV5+体育赛事,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225507/index.m3u8$LR•IPV6•8『线路1』
CCTV5+体育赛事,http://a21709.tv.netsite.cc/proxy/485668034/485668034.m3u8$LR•IPV4•8『线路2』
CCTV5+体育赛事,http://120.76.248.139/live/bfgd/4200000246.m3u8$LR•IPV4•8『线路3』
CCTV5+体育赛事,http://58.57.40.22:9901/tsfile/live/1005_1.m3u8$LR•IPV4•8『线路4』
CCTV5+体育赛事,http://36.105.100.208:35455/gaoma/cctv5p.m3u8$LR•IPV4•8『线路5』
CCTV5+体育赛事,http://120.76.248.139/live/bfgd/4200000246.m3u8$LR•IPV4•8『线路6』
CCTV5+体育赛事,https://piccpndali.v.myalicdn.com/audio/cctv5plus_2.m3u8$LR•IPV4•8『线路7』
CCTV5+体育赛事,http://182.150.23.74:808/hls/16/index.m3u8$LR•IPV4•8『线路8』
CCTV6电影,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$LR•IPV6•14『线路1』
CCTV6电影,http://a21709.tv.netsite.cc/proxy/584456678/584456678.m3u8$LR•IPV4•14『线路2』
CCTV6电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$LR•IPV4•14『线路3』
CCTV6电影,http://8.138.7.223/tv/dl/douyincdn.php?id=6$LR•IPV4•14『线路4』
CCTV6电影,http://8.138.7.223/tv/dl/careryun.php?id=9$LR•IPV4•14『线路5』
CCTV6电影,http://iptv.huuc.edu.cn/hls/cctv6hd.m3u8$LR•IPV4•14『线路6』
CCTV6电影,http://120.76.248.139/live/bfgd/4200000065.m3u8$LR•IPV4•14『线路7』
CCTV6电影,https://migu.188766.xyz/?migutoken=6818dd0cb7452ab9cba884dc087f5f3e&id=CCTV6&pp=1$LR•IPV4•14『线路8』
CCTV6电影,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226468/1.m3u8?$LR•IPV6•14『线路9』
CCTV6电影,http://36.105.100.208:35455/gaoma/cctv6.m3u8$LR•IPV4•14『线路10』
CCTV6电影,http://58.17.48.228:808/hls/6/index.m3u8$LR•IPV4•14『线路11』
CCTV6电影,http://60.29.124.66:6080/hls/17/index.m3u8$LR•IPV4•14『线路12』
CCTV6电影,http://120.76.248.139/live/bfgd/4200000065.m3u8$LR•IPV4•14『线路13』
CCTV6电影,https://piccpndali.v.myalicdn.com/audio/cctv6_2.m3u8$LR•IPV4•14『线路14』
CCTV7国防军事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$LR•IPV6•22『线路1』
CCTV7国防军事,http://a21709.tv.netsite.cc/proxy/1163485033/1163485033.m3u8$LR•IPV4•22『线路2』
CCTV7国防军事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$LR•IPV4•22『线路3』
CCTV7国防军事,http://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF$LR•IPV4•22『线路4』
CCTV7国防军事,http://8.138.7.223/tv/dl/careryun.php?id=10$LR•IPV4•22『线路5』
CCTV7国防军事,http://8.138.7.223/tv/dl/douyincdn.php?id=7$LR•IPV4•22『线路6』
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=5efea15b5115b2be0e9c11527601ab541c646da6310420ce788fafd0cbc53baa18194290df19e900a089f43300a784605577054b709659403fb3de1eaa69137ce76e0233b0f007ee744300c50d$LR•IPV4•22『线路7』
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=97a46285e2ac80354b4cda7972c410ce7c4ea2d42ac569d87ec2072905e3f1274f652ad22225021e86a0449f109ca248ae7e401e49373b725d4190ff653b660e58abedd89065cf4c052ea97e81$LR•IPV4•22『线路8』
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=39f299ba0d4c0dd00c89550497da4b7b2de0752f52a9831160904f0fa48d0e4f14936c2d2e794d39ef3d9fec119c22460c845abc4c1f894d73f27e21754ec4a1aec51a4285c036e5a6febf8b71$LR•IPV4•22『线路9』
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=77f3d07c8c715fc3df72eeb3151a68e9169b4e17d5d0be3ff0eccb5d0a34a91fe58a22d4bdfa529c8c752579855b46458434107509993fa5f5abc00210d466c2a969d6bd3f9f0c6f6b0deca814$LR•IPV4•22『线路10』
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=a878b713604abd82c57cce75de174e0284d3f101e21d0c3e362670e4b5a5e75d9b42846e5e0adf92c1ad15c63d60934f3e68c25f787bc0665d12acde75a6db4761278e79b762292ed5b5a2fae3$LR•IPV4•22『线路11』
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=e78f83938702d1bbe1b942fbec9a4863f5e3233d946d4cb9d5650315c000e4b18fbeeecf6ea2debe700775517292edb56b8b5d596b464d112fbf4dc3fab926b0f9ec01cf52b7a4a97b4be82ad4$LR•IPV4•22『线路12』
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=44446ab398991313e6a822efdaec82f3b845a2e8f141c172aa857c477255724bbb28fc01d33f764c51106c446af1c57e8815b58822075b194f4cf55cde28fe55f54330d4586c92e75e8aa50a48$LR•IPV4•22『线路13』
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=3253222269368c440aa1d23dba86c186a7b73abdea3890faf72e3d720844f8f1d3adc2b18ed047dbb3eff1a6c5d9379fad37d1f8a380d0e7c69e9ad6eb41709cf92077125fc0bded4cfd47808b$LR•IPV4•22『线路14』
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=11284a6f3b3b2fa213fe083e46e96de1056fd7727d3d02e2cb4c2eb6c9994c51a6d20f333eba2d4739cee8fe8d82b5a8ed95fbfa87d5df4d792df3f436e23df7ce80f601e526e1e967f1479a14$LR•IPV4•22『线路15』
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=574d7f499abe28260750cc94be57fac402b5f84b72ecb907cf459ce8d58381c92f1a7208e1b83a752dcb0500c1839caea4e4747510bac25b9090fa959b172ce5389a900b4612dde9e9d594cf2e$LR•IPV4•22『线路16』
CCTV7国防军事,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226946/1.m3u8?$LR•IPV6•22『线路17』
CCTV7国防军事,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8$LR•IPV4•22『线路18』
CCTV7国防军事,http://183.11.239.36:808/hls/25/index.m3u8$LR•IPV4•22『线路19』
CCTV7国防军事,http://36.105.100.208:35455/gaoma/cctv7.m3u8$LR•IPV4•22『线路20』
CCTV7国防军事,http://omnix.cn:4000/udp/225.1.8.7:8104$LR•IPV4•22『线路21』
CCTV7国防军事,http://101.66.199.161:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•22『线路22』
CCTV8电视剧,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$LR•IPV6•13『线路1』
CCTV8电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$LR•IPV4•13『线路2』
CCTV8电视剧,http://222.169.85.8:9901/tsfile/live/0008_1.m3u8$LR•IPV4•13『线路3』
CCTV8电视剧,http://8.138.7.223/tv/dl/douyincdn.php?id=8$LR•IPV4•13『线路4』
CCTV8电视剧,http://8.138.7.223/tv/dl/careryun.php?id=11$LR•IPV4•13『线路5』
CCTV8电视剧,http://120.76.248.139/live/bfgd/4200000066.m3u8$LR•IPV4•13『线路6』
CCTV8电视剧,http://[2409:8087:1a01:df::4051]:80/TVOD/88888888/224/3221225795/main.m3u8$LR•IPV6•13『线路7』
CCTV8电视剧,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226451/1.m3u8$LR•IPV6•13『线路8』
CCTV8电视剧,http://58.57.40.22:9901/tsfile/live/1008_1.m3u8$LR•IPV4•13『线路9』
CCTV8电视剧,http://gmxw.7766.org:808/hls/96/index.m3u8$LR•IPV4•13『线路10』
CCTV8电视剧,http://112.46.85.60:8009/hls/8/index.m3u8$LR•IPV4•13『线路11』
CCTV8电视剧,http://223.241.247.214:9901/tsfile/live/0008_1.m3u8$LR•IPV4•13『线路12』
CCTV8电视剧,http://218.89.240.144:59901/tsfile/live/0008_1.m3u8$LR•IPV4•13『线路13』
CCTV9纪录,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$LR•IPV6•14『线路1』
CCTV9纪录,http://a21709.tv.netsite.cc/proxy/675916385/675916385.m3u8$LR•IPV4•14『线路2』
CCTV9纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$LR•IPV4•14『线路3』
CCTV9纪录,http://8.138.7.223/tv/dl/douyincdn.php?id=9$LR•IPV4•14『线路4』
CCTV9纪录,http://8.138.7.223/tv/dl/careryun.php?id=12$LR•IPV4•14『线路5』
CCTV9纪录,http://120.76.248.139/live/bfgd/4200000128.m3u8$LR•IPV4•14『线路6』
CCTV9纪录,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225820/index.m3u8$LR•IPV4•14『线路7』
CCTV9纪录,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226236/1.m3u8$LR•IPV6•14『线路8』
CCTV9纪录,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226944/1.m3u8?$LR•IPV6•14『线路9』
CCTV9纪录,http://39.164.160.249:9901/tsfile/live/0009_1.m3u8$LR•IPV4•14『线路10』
CCTV9纪录,http://36.105.100.208:35455/gaoma/cctv9.m3u8$LR•IPV4•14『线路11』
CCTV9纪录,http://58.17.48.228:808/hls/9/index.m3u8$LR•IPV4•14『线路12』
CCTV9纪录,http://112.46.85.60:8009/hls/509/index.m3u8$LR•IPV4•14『线路13』
CCTV9纪录,http://58.19.43.46:9901/tsfile/live/1028_1.m3u8$LR•IPV4•14『线路14』
CCTV10科教,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225677/index.m3u8$LR•IPV6•12『线路1』
CCTV10科教,http://a21709.tv.netsite.cc/proxy/2131132936/2131132936.m3u8$LR•IPV4•12『线路2』
CCTV10科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8$LR•IPV4•12『线路3』
CCTV10科教,http://8.138.7.223/tv/dl/douyincdn.php?id=10$LR•IPV4•12『线路4』
CCTV10科教,http://8.138.7.223/tv/dl/careryun.php?id=13$LR•IPV4•12『线路5』
CCTV10科教,https://migu.188766.xyz/?migutoken=1946c055cf9078ecae024a4f4411a94a&id=CCTV10&pp=1$LR•IPV4•12『线路6』
CCTV10科教,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226449/1.m3u8$LR•IPV6•12『线路7』
CCTV10科教,http://58.17.48.228:808/hls/10/index.m3u8$LR•IPV4•12『线路8』
CCTV10科教,http://60.29.124.66:6080/hls/21/index.m3u8$LR•IPV4•12『线路9』
CCTV10科教,http://183.11.239.36:808/hls/28/index.m3u8$LR•IPV4•12『线路10』
CCTV10科教,http://120.76.248.139/live/bfgd/4200000129.m3u8$LR•IPV4•12『线路11』
CCTV10科教,http://58.19.43.46:9901/tsfile/live/1029_1.m3u8$LR•IPV4•12『线路12』
CCTV11戏曲,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8$LR•IPV6•14『线路1』
CCTV11戏曲,http://a21709.tv.netsite.cc/proxy/421024024/421024024.m3u8$LR•IPV4•14『线路2』
CCTV11戏曲,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8$LR•IPV4•14『线路3』
CCTV11戏曲,http://8.138.7.223/tv/dl/douyincdn.php?id=11$LR•IPV4•14『线路4』
CCTV11戏曲,http://8.138.7.223/tv/dl/careryun.php?id=14$LR•IPV4•14『线路5』
CCTV11戏曲,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225815/index.m3u8$LR•IPV4•14『线路6』
CCTV11戏曲,http://120.76.248.139/live/bfgd/4200000130.m3u8$LR•IPV4•14『线路7』
CCTV11戏曲,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8$LR•IPV6•14『线路8』
CCTV11戏曲,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8?$LR•IPV6•14『线路9』
CCTV11戏曲,http://39.164.160.249:9901/tsfile/live/0011_1.m3u8$LR•IPV4•14『线路10』
CCTV11戏曲,http://58.57.40.22:9901/tsfile/live/1011_1.m3u8$LR•IPV4•14『线路11』
CCTV11戏曲,http://36.105.100.208:35455/gaoma/cctv11.m3u8$LR•IPV4•14『线路12』
CCTV11戏曲,http://60.29.124.66:6080/hls/22/index.m3u8$LR•IPV4•14『线路13』
CCTV11戏曲,http://120.76.248.139/live/bfgd/4200000130.m3u8$LR•IPV4•14『线路14』
CCTV12社会与法,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$LR•IPV6•14『线路1』
CCTV12社会与法,http://a21709.tv.netsite.cc/proxy/1321786312/1321786312.m3u8$LR•IPV4•14『线路2』
CCTV12社会与法,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$LR•IPV4•14『线路3』
CCTV12社会与法,http://8.138.7.223/tv/dl/douyincdn.php?id=12$LR•IPV4•14『线路4』
CCTV12社会与法,http://8.138.7.223/tv/dl/careryun.php?id=15$LR•IPV4•14『线路5』
CCTV12社会与法,https://migu.188766.xyz/?migutoken=081e492d91f322784e7a210a96fafc93&id=CCTV12&pp=1$LR•IPV4•14『线路6』
CCTV12社会与法,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/1.m3u8?$LR•IPV6•14『线路7』
CCTV12社会与法,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226228/1.m3u8$LR•IPV6•14『线路8』
CCTV12社会与法,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226942/1.m3u8?$LR•IPV6•14『线路9』
CCTV12社会与法,http://39.164.160.249:9901/tsfile/live/0012_1.m3u8$LR•IPV4•14『线路10』
CCTV12社会与法,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8$LR•IPV4•14『线路11』
CCTV12社会与法,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8$LR•IPV4•14『线路12』
CCTV12社会与法,http://36.105.100.208:35455/gaoma/cctv12.m3u8$LR•IPV4•14『线路13』
CCTV12社会与法,http://61.156.228.12:8154/tsfile/live/0012_1.m3u8$LR•IPV4•14『线路14』
CCTV13新闻,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8$LR•IPV6•12『线路1』
CCTV13新闻,http://a21709.tv.netsite.cc/proxy/1942371728/1942371728.m3u8$LR•IPV4•12『线路2』
CCTV13新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8$LR•IPV4•12『线路3』
CCTV13新闻,https://event.pull.hebtv.com/jishi/cp1.m3u8$LR•IPV4•12『线路4』
CCTV13新闻,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$LR•IPV4•12『线路5』
CCTV13新闻,http://8.138.7.223/tv/dl/douyincdn.php?id=13$LR•IPV4•12『线路6』
CCTV13新闻,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8?$LR•IPV6•12『线路7』
CCTV13新闻,https://event.pull.hebtv.com/jishi/cp1.m3u8$LR•IPV4•12『线路8』
CCTV13新闻,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$LR•IPV4•12『线路9』
CCTV13新闻,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8$LR•IPV4•12『线路10』
CCTV13新闻,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8$LR•IPV4•12『线路11』
CCTV13新闻,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8$LR•IPV4•12『线路12』
CCTV14少儿,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$LR•IPV6•15『线路1』
CCTV14少儿,http://a21709.tv.netsite.cc/proxy/512439688/512439688.m3u8$LR•IPV4•15『线路2』
CCTV14少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$LR•IPV4•15『线路3』
CCTV14少儿,https://event.pull.hebtv.com/jishi/cp2.m3u8$LR•IPV4•15『线路4』
CCTV14少儿,http://8.138.7.223/tv/dl/careryun.php?id=17$LR•IPV4•15『线路5』
CCTV14少儿,http://111.227.196.164:9901/tsfile/live/faacts/0014_1.m3u8$LR•IPV4•15『线路6』
CCTV14少儿,http://8.138.7.223/tv/dl/douyincdn.php?id=14$LR•IPV4•15『线路7』
CCTV14少儿,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225933/index.m3u8$LR•IPV4•15『线路8』
CCTV14少儿,https://migu.188766.xyz/?migutoken=a149675d955384ecf8447d4290b8ce50&id=CCTV14&pp=1$LR•IPV4•15『线路9』
CCTV14少儿,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226947/1.m3u8?$LR•IPV6•15『线路10』
CCTV14少儿,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8$LR•IPV4•15『线路11』
CCTV14少儿,http://58.17.48.228:808/hls/14/index.m3u8$LR•IPV4•15『线路12』
CCTV14少儿,http://113.57.111.4:1111/tsfile/live/1013_1.m3u8$LR•IPV4•15『线路13』
CCTV14少儿,http://116.9.204.242:9901/tsfile/live/0014_1.m3u8$LR•IPV4•15『线路14』
CCTV14少儿,http://218.89.240.144:59901/tsfile/live/0014_1.m3u8$LR•IPV4•15『线路15』
CCTV15音乐,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8$LR•IPV6•12『线路1』
CCTV15音乐,http://a21709.tv.netsite.cc/proxy/323678478/323678478.m3u8$LR•IPV4•12『线路2』
CCTV15音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8$LR•IPV4•12『线路3』
CCTV15音乐,http://8.138.7.223/tv/dl/douyincdn.php?id=15$LR•IPV4•12『线路4』
CCTV15音乐,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225818/index.m3u8$LR•IPV4•12『线路5』
CCTV15音乐,http://[2409:8087:1a01:df::4033]:80/TVOD/88888888/224/3221226127/main.m3u8$LR•IPV6•12『线路6』
CCTV15音乐,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8?$LR•IPV6•12『线路7』
CCTV15音乐,http://39.164.160.249:9901/tsfile/live/0015_1.m3u8$LR•IPV4•12『线路8』
CCTV15音乐,http://58.57.40.22:9901/tsfile/live/1015_1.m3u8$LR•IPV4•12『线路9』
CCTV15音乐,http://183.11.239.36:808/hls/102/index.m3u8$LR•IPV4•12『线路10』
